'Time and date','EEG Fpz-Cz','EEG Pz-Oz','EOG horizontal','Resp oro-nasal','EMG submental','Temp rectal','Event marker'
'[16:13:08.680 24/04/1989]',-66.954,-0.672,16.262,-769.000,3.602,37.195,926.000
'[16:13:08.690 24/04/1989]',-72.111,-6.238,2.957,-769.000,3.602,37.195,926.000
'[16:13:08.700 24/04/1989]',-53.919,-3.167,10.349,-769.000,3.602,37.195,926.000
'[16:13:08.710 24/04/1989]',-85.333,-3.551,-16.262,-769.000,3.602,37.195,926.000
'[16:13:08.720 24/04/1989]',-78.488,-7.870,-59.628,-769.000,3.602,37.195,926.000
'[16:13:08.730 24/04/1989]',-102.963,-12.092,-89.689,-769.000,3.602,37.195,926.000
'[16:13:08.740 24/04/1989]',-114.497,-11.612,-132.069,-769.000,3.602,37.195,926.000
'[16:13:08.750 24/04/1989]',-114.590,-2.879,-161.144,-769.000,3.602,37.195,926.000
'[16:13:08.760 24/04/1989]',-113.090,-4.415,-194.654,-769.000,3.602,37.195,926.000
'[16:13:08.770 24/04/1989]',-111.684,-1.919,-215.845,-769.000,3.602,37.195,926.000
'[16:13:08.780 24/04/1989]',-110.371,-6.814,-231.121,-769.000,3.602,37.195,926.000
'[16:13:08.790 24/04/1989]',-107.370,-3.263,-247.876,-769.000,3.602,37.195,926.000
'[16:13:08.800 24/04/1989]',-105.495,-4.511,-249.848,-769.000,3.602,37.195,926.000
'[16:13:08.810 24/04/1989]',-102.963,-0.192,-253.297,-769.000,3.602,37.195,926.000
'[16:13:08.820 24/04/1989]',-99.774,-5.182,-249.355,-769.000,3.602,37.195,926.000
'[16:13:08.830 24/04/1989]',-97.711,-2.591,-246.398,-769.000,3.602,37.195,926.000
'[16:13:08.840 24/04/1989]',-93.585,-3.647,-244.920,-769.000,3.602,37.195,926.000
'[16:13:08.850 24/04/1989]',-91.804,-3.359,-241.963,-769.000,3.602,37.195,926.000
'[16:13:08.860 24/04/1989]',-84.583,-5.086,-239.006,-769.000,3.602,37.195,926.000
'[16:13:08.870 24/04/1989]',-78.488,-5.086,-235.557,-769.000,3.602,37.195,926.000
'[16:13:08.880 24/04/1989]',-69.673,-8.829,-233.585,-769.000,3.602,37.195,926.000
'[16:13:08.890 24/04/1989]',-65.829,-13.532,-227.672,-769.000,3.602,37.195,926.000
'[16:13:08.900 24/04/1989]',-65.547,-12.860,-224.222,-769.000,3.602,37.195,926.000
'[16:13:08.910 24/04/1989]',-57.108,-17.755,-218.801,-769.000,3.602,37.195,926.000
'[16:13:08.920 24/04/1989]',-51.763,-16.411,-212.888,-769.000,3.602,37.195,926.000
'[16:13:08.930 24/04/1989]',-48.105,-11.612,-203.525,-769.000,3.602,37.195,926.000
'[16:13:08.940 24/04/1989]',-48.762,-8.637,-196.626,-769.000,3.602,37.195,926.000
'[16:13:08.950 24/04/1989]',-50.825,7.390,-191.205,-769.000,3.602,37.195,926.000
'[16:13:08.960 24/04/1989]',-48.387,7.582,-172.479,-769.000,3.602,37.195,926.000
'[16:13:08.970 24/04/1989]',-39.760,7.966,-170.015,-769.000,3.602,37.195,926.000
'[16:13:08.980 24/04/1989]',-34.508,2.687,-157.202,-769.000,3.602,37.195,926.000
'[16:13:08.990 24/04/1989]',-31.789,-2.687,-160.652,-769.000,3.602,37.195,926.000
'[16:13:09.000 24/04/1989]',-22.130,-0.768,-147.346,693.000,3.522,37.251,917.000
'[16:13:09.010 24/04/1989]',-20.255,-0.672,-138.476,693.000,3.522,37.251,917.000
'[16:13:09.020 24/04/1989]',-13.597,0.576,-139.461,693.000,3.522,37.251,917.000
'[16:13:09.030 24/04/1989]',-6.939,4.415,-128.127,693.000,3.522,37.251,917.000
'[16:13:09.040 24/04/1989]',-4.782,4.415,-129.605,693.000,3.522,37.251,917.000
'[16:13:09.050 24/04/1989]',-0.375,2.207,-117.778,693.000,3.522,37.251,917.000
'[16:13:09.060 24/04/1989]',1.125,3.455,-106.444,693.000,3.522,37.251,917.000
'[16:13:09.070 24/04/1989]',21.849,5.086,-101.516,693.000,3.522,37.251,917.000
'[16:13:09.080 24/04/1989]',6.189,3.551,-91.660,693.000,3.522,37.251,917.000
'[16:13:09.090 24/04/1989]',13.972,5.374,-99.545,693.000,3.522,37.251,917.000
'[16:13:09.100 24/04/1989]',14.347,5.470,-87.225,693.000,3.522,37.251,917.000
'[16:13:09.110 24/04/1989]',15.379,10.845,-87.718,693.000,3.522,37.251,917.000
'[16:13:09.120 24/04/1989]',16.692,11.229,-74.905,693.000,3.522,37.251,917.000
'[16:13:09.130 24/04/1989]',28.788,2.879,-75.398,693.000,3.522,37.251,917.000
'[16:13:09.140 24/04/1989]',22.318,8.158,-70.470,693.000,3.522,37.251,917.000
'[16:13:09.150 24/04/1989]',40.604,6.238,-75.398,693.000,3.522,37.251,917.000
'[16:13:09.160 24/04/1989]',6.283,8.062,-56.179,693.000,3.522,37.251,917.000
'[16:13:09.170 24/04/1989]',10.878,14.204,-80.819,693.000,3.522,37.251,917.000
'[16:13:09.180 24/04/1989]',9.846,13.148,-109.401,693.000,3.522,37.251,917.000
'[16:13:09.190 24/04/1989]',8.627,12.764,-126.649,693.000,3.522,37.251,917.000
'[16:13:09.200 24/04/1989]',12.941,12.860,-133.055,693.000,3.522,37.251,917.000
'[16:13:09.210 24/04/1989]',12.847,21.593,-136.505,693.000,3.522,37.251,917.000
'[16:13:09.220 24/04/1989]',14.347,15.163,-141.432,693.000,3.522,37.251,917.000
'[16:13:09.230 24/04/1989]',12.190,12.860,-146.853,693.000,3.522,37.251,917.000
'[16:13:09.240 24/04/1989]',35.727,7.390,-150.303,693.000,3.522,37.251,917.000
'[16:13:09.250 24/04/1989]',35.634,6.046,-146.360,693.000,3.522,37.251,917.000
'[16:13:09.260 24/04/1989]',35.352,2.015,-130.098,693.000,3.522,37.251,917.000
'[16:13:09.270 24/04/1989]',46.605,-0.288,-124.185,693.000,3.522,37.251,917.000
'[16:13:09.280 24/04/1989]',46.980,-6.622,-111.865,693.000,3.522,37.251,917.000
'[16:13:09.290 24/04/1989]',42.760,-3.647,-102.994,693.000,3.522,37.251,917.000
'[16:13:09.300 24/04/1989]',43.886,-3.935,-87.225,693.000,3.522,37.251,917.000
'[16:13:09.310 24/04/1989]',41.448,5.662,-68.991,693.000,3.522,37.251,917.000
'[16:13:09.320 24/04/1989]',39.197,7.486,-57.657,693.000,3.522,37.251,917.000
'[16:13:09.330 24/04/1989]',40.416,12.572,-43.859,693.000,3.522,37.251,917.000
'[16:13:09.340 24/04/1989]',39.760,22.937,-27.597,693.000,3.522,37.251,917.000
'[16:13:09.350 24/04/1989]',37.415,15.451,-10.842,693.000,3.522,37.251,917.000
'[16:13:09.360 24/04/1989]',41.166,13.340,-9.363,693.000,3.522,37.251,917.000
'[16:13:09.370 24/04/1989]',41.823,5.278,-6.899,693.000,3.522,37.251,917.000
'[16:13:09.380 24/04/1989]',46.418,1.823,14.291,693.000,3.522,37.251,917.000
'[16:13:09.390 24/04/1989]',46.418,-1.344,17.248,693.000,3.522,37.251,917.000
'[16:13:09.400 24/04/1989]',31.883,2.111,25.625,693.000,3.522,37.251,917.000
'[16:13:09.410 24/04/1989]',44.448,-0.192,19.219,693.000,3.522,37.251,917.000
'[16:13:09.420 24/04/1989]',37.509,1.919,24.147,693.000,3.522,37.251,917.000
'[16:13:09.430 24/04/1989]',28.413,10.365,19.712,693.000,3.522,37.251,917.000
'[16:13:09.440 24/04/1989]',33.852,9.885,33.017,693.000,3.522,37.251,917.000
'[16:13:09.450 24/04/1989]',31.133,11.996,37.453,693.000,3.522,37.251,917.000
'[16:13:09.460 24/04/1989]',34.415,10.749,51.744,693.000,3.522,37.251,917.000
'[16:13:09.470 24/04/1989]',30.664,9.309,60.121,693.000,3.522,37.251,917.000
'[16:13:09.480 24/04/1989]',24.850,12.956,59.136,693.000,3.522,37.251,917.000
'[16:13:09.490 24/04/1989]',16.785,11.996,64.063,693.000,3.522,37.251,917.000
'[16:13:09.500 24/04/1989]',17.723,15.547,64.063,693.000,3.522,37.251,917.000
'[16:13:09.510 24/04/1989]',23.256,14.204,72.441,693.000,3.522,37.251,917.000
'[16:13:09.520 24/04/1989]',22.787,13.820,64.556,693.000,3.522,37.251,917.000
'[16:13:09.530 24/04/1989]',21.755,8.829,72.441,693.000,3.522,37.251,917.000
'[16:13:09.540 24/04/1989]',20.724,4.031,66.035,693.000,3.522,37.251,917.000
'[16:13:09.550 24/04/1989]',23.256,2.495,72.934,693.000,3.522,37.251,917.000
'[16:13:09.560 24/04/1989]',18.098,-2.591,62.092,693.000,3.522,37.251,917.000
'[16:13:09.570 24/04/1989]',17.348,-2.111,67.020,693.000,3.522,37.251,917.000
'[16:13:09.580 24/04/1989]',16.879,5.374,69.977,693.000,3.522,37.251,917.000
'[16:13:09.590 24/04/1989]',21.849,6.814,71.948,693.000,3.522,37.251,917.000
'[16:13:09.600 24/04/1989]',19.974,6.430,66.527,693.000,3.522,37.251,917.000
'[16:13:09.610 24/04/1989]',26.256,14.012,73.427,693.000,3.522,37.251,917.000
'[16:13:09.620 24/04/1989]',23.068,11.229,70.963,693.000,3.522,37.251,917.000
'[16:13:09.630 24/04/1989]',25.131,10.845,70.470,693.000,3.522,37.251,917.000
'[16:13:09.640 24/04/1989]',22.412,10.653,50.265,693.000,3.522,37.251,917.000
'[16:13:09.650 24/04/1989]',27.569,6.622,65.049,693.000,3.522,37.251,917.000
'[16:13:09.660 24/04/1989]',15.473,6.238,71.455,693.000,3.522,37.251,917.000
'[16:13:09.670 24/04/1989]',16.785,8.062,59.628,693.000,3.522,37.251,917.000
'[16:13:09.680 24/04/1989]',20.442,2.495,56.179,693.000,3.522,37.251,917.000
'[16:13:09.690 24/04/1989]',19.130,7.966,56.672,693.000,3.522,37.251,917.000
'[16:13:09.700 24/04/1989]',19.130,5.950,60.614,693.000,3.522,37.251,917.000
'[16:13:09.710 24/04/1989]',22.037,4.703,50.265,693.000,3.522,37.251,917.000
'[16:13:09.720 24/04/1989]',27.194,5.470,53.715,693.000,3.522,37.251,917.000
'[16:13:09.730 24/04/1989]',24.662,1.823,49.280,693.000,3.522,37.251,917.000
'[16:13:09.740 24/04/1989]',21.005,2.207,50.265,693.000,3.522,37.251,917.000
'[16:13:09.750 24/04/1989]',20.818,3.551,43.366,693.000,3.522,37.251,917.000
'[16:13:09.760 24/04/1989]',17.348,5.950,49.280,693.000,3.522,37.251,917.000
'[16:13:09.770 24/04/1989]',19.786,6.142,47.801,693.000,3.522,37.251,917.000
'[16:13:09.780 24/04/1989]',16.410,6.334,43.859,693.000,3.522,37.251,917.000
'[16:13:09.790 24/04/1989]',22.037,7.774,42.380,693.000,3.522,37.251,917.000
'[16:13:09.800 24/04/1989]',19.505,5.470,51.744,693.000,3.522,37.251,917.000
'[16:13:09.810 24/04/1989]',21.568,2.783,37.945,693.000,3.522,37.251,917.000
'[16:13:09.820 24/04/1989]',24.100,-0.480,61.107,693.000,3.522,37.251,917.000
'[16:13:09.830 24/04/1989]',22.599,4.990,56.672,693.000,3.522,37.251,917.000
'[16:13:09.840 24/04/1989]',21.005,1.344,47.801,693.000,3.522,37.251,917.000
'[16:13:09.850 24/04/1989]',23.631,1.056,55.193,693.000,3.522,37.251,917.000
'[16:13:09.860 24/04/1989]',26.069,-2.303,51.251,693.000,3.522,37.251,917.000
'[16:13:09.870 24/04/1989]',23.537,-2.879,50.265,693.000,3.522,37.251,917.000
'[16:13:09.880 24/04/1989]',24.944,-1.440,52.236,693.000,3.522,37.251,917.000
'[16:13:09.890 24/04/1989]',37.134,-5.758,32.032,693.000,3.522,37.251,917.000
'[16:13:09.900 24/04/1989]',34.321,-1.536,96.588,693.000,3.522,37.251,917.000
'[16:13:09.910 24/04/1989]',38.634,-1.248,101.516,693.000,3.522,37.251,917.000
'[16:13:09.920 24/04/1989]',15.191,-3.455,122.706,693.000,3.522,37.251,917.000
'[16:13:09.930 24/04/1989]',32.821,-5.086,124.677,693.000,3.522,37.251,917.000
'[16:13:09.940 24/04/1989]',30.101,-6.622,123.199,693.000,3.522,37.251,917.000
'[16:13:09.950 24/04/1989]',18.942,-5.182,110.879,693.000,3.522,37.251,917.000
'[16:13:09.960 24/04/1989]',26.256,-1.919,102.009,693.000,3.522,37.251,917.000
'[16:13:09.970 24/04/1989]',30.664,-6.142,105.951,693.000,3.522,37.251,917.000
'[16:13:09.980 24/04/1989]',27.944,-5.854,114.821,693.000,3.522,37.251,917.000
'[16:13:09.990 24/04/1989]',37.790,-3.359,111.372,693.000,3.522,37.251,917.000
