'Time and date',Temporary,EEG Fpz-Cz
'[16:13:46.730 24/04/1989]',4.595,4.595
'[16:13:46.740 24/04/1989]',11.44,11.44
'[16:13:46.750 24/04/1989]',26.163,26.163
'[16:13:46.760 24/04/1989]',5.064,5.064
'[16:13:46.770 24/04/1989]',14.629,14.629
'[16:13:46.780 24/04/1989]',13.785,13.785
'[16:13:46.790 24/04/1989]',10.221,10.221
'[16:13:46.800 24/04/1989]',10.127,10.127
'[16:13:46.810 24/04/1989]',2.251,2.251
'[16:13:46.820 24/04/1989]',11.347,11.347
'[16:13:46.830 24/04/1989]',4.126,4.126
'[16:13:46.840 24/04/1989]',-9.565,9.565
'[16:13:46.850 24/04/1989]',-11.815,11.815
'[16:13:46.860 24/04/1989]',-5.439,5.439
'[16:13:46.870 24/04/1989]',-17.16,17.16
'[16:13:46.880 24/04/1989]',-10.69,10.69
'[16:13:46.890 24/04/1989]',-1.407,1.407
'[16:13:46.900 24/04/1989]',5.439,5.439
'[16:13:46.910 24/04/1989]',-7.033,7.033
'[16:13:46.920 24/04/1989]',-10.409,10.409
'[16:13:46.930 24/04/1989]',-18.942,18.942
'[16:13:46.940 24/04/1989]',-10.878,10.878
'[16:13:46.950 24/04/1989]',-7.971,7.971
'[16:13:46.960 24/04/1989]',-0.281,0.281
'[16:13:46.970 24/04/1989]',-5.064,5.064
'[16:13:46.980 24/04/1989]',-1.5,1.5
'[16:13:46.990 24/04/1989]',-2.813,2.813
'[16:13:47.000 24/04/1989]',2.719,2.719
'[16:13:47.010 24/04/1989]',-5.345,5.345
'[16:13:47.020 24/04/1989]',-4.689,4.689
'[16:13:47.030 24/04/1989]',-4.032,4.032
'[16:13:47.040 24/04/1989]',-0.75,0.75
'[16:13:47.050 24/04/1989]',1.125,1.125
'[16:13:47.060 24/04/1989]',-0.094,0.094
'[16:13:47.070 24/04/1989]',-4.314,4.314
'[16:13:47.080 24/04/1989]',-1.594,1.594
'[16:13:47.090 24/04/1989]',-3.095,3.095
'[16:13:47.100 24/04/1989]',-12.753,12.753
'[16:13:47.110 24/04/1989]',7.221,7.221
'[16:13:47.120 24/04/1989]',-14.16,14.16
'[16:13:47.130 24/04/1989]',-19.974,19.974
'[16:13:47.140 24/04/1989]',-8.346,8.346
'[16:13:47.150 24/04/1989]',-6.283,6.283
'[16:13:47.160 24/04/1989]',-7.127,7.127
'[16:13:47.170 24/04/1989]',-0.469,0.469
'[16:13:47.180 24/04/1989]',-13.034,13.034
'[16:13:47.190 24/04/1989]',-12.472,12.472
'[16:13:47.200 24/04/1989]',2.251,2.251
'[16:13:47.210 24/04/1989]',-17.911,17.911
'[16:13:47.220 24/04/1989]',-17.911,17.911
'[16:13:47.230 24/04/1989]',-14.16,14.16
'[16:13:47.240 24/04/1989]',-19.317,19.317
'[16:13:47.250 24/04/1989]',-9.752,9.752
'[16:13:47.260 24/04/1989]',-9.471,9.471
'[16:13:47.270 24/04/1989]',-3.188,3.188
'[16:13:47.280 24/04/1989]',9.377,9.377
'[16:13:47.290 24/04/1989]',-6.658,6.658
'[16:13:47.300 24/04/1989]',-3.188,3.188
'[16:13:47.310 24/04/1989]',-4.501,4.501
'[16:13:47.320 24/04/1989]',-9.377,9.377
'[16:13:47.330 24/04/1989]',-9.659,9.659
'[16:13:47.340 24/04/1989]',-8.346,8.346
'[16:13:47.350 24/04/1989]',-2.063,2.063
'[16:13:47.360 24/04/1989]',22.787,22.787
'[16:13:47.370 24/04/1989]',-12.472,12.472
'[16:13:47.380 24/04/1989]',-0.094,0.094
'[16:13:47.390 24/04/1989]',16.316,16.316
'[16:13:47.400 24/04/1989]',1.875,1.875
'[16:13:47.410 24/04/1989]',6.845,6.845
'[16:13:47.420 24/04/1989]',9.377,9.377
'[16:13:47.430 24/04/1989]',16.692,16.692
'[16:13:47.440 24/04/1989]',9.565,9.565
'[16:13:47.450 24/04/1989]',11.44,11.44
'[16:13:47.460 24/04/1989]',15.285,15.285
'[16:13:47.470 24/04/1989]',2.251,2.251
'[16:13:47.480 24/04/1989]',3.001,3.001
'[16:13:47.490 24/04/1989]',2.719,2.719
'[16:13:47.500 24/04/1989]',11.534,11.534
'[16:13:47.510 24/04/1989]',15.285,15.285
'[16:13:47.520 24/04/1989]',13.503,13.503
'[16:13:47.530 24/04/1989]',19.411,19.411
'[16:13:47.540 24/04/1989]',9.752,9.752
'[16:13:47.550 24/04/1989]',15.754,15.754
'[16:13:47.560 24/04/1989]',29.538,29.538
'[16:13:47.570 24/04/1989]',5.72,5.72
'[16:13:47.580 24/04/1989]',6.001,6.001
'[16:13:47.590 24/04/1989]',19.411,19.411
'[16:13:47.600 24/04/1989]',7.971,7.971
'[16:13:47.610 24/04/1989]',9.096,9.096
'[16:13:47.620 24/04/1989]',12.003,12.003
'[16:13:47.630 24/04/1989]',16.785,16.785
'[16:13:47.640 24/04/1989]',15.285,15.285
'[16:13:47.650 24/04/1989]',12.284,12.284
'[16:13:47.660 24/04/1989]',0.656,0.656
'[16:13:47.670 24/04/1989]',20.911,20.911
'[16:13:47.680 24/04/1989]',25.881,25.881
'[16:13:47.690 24/04/1989]',25.975,25.975
'[16:13:47.700 24/04/1989]',49.231,49.231
'[16:13:47.710 24/04/1989]',15.848,15.848
'[16:13:47.720 24/04/1989]',16.598,16.598
'[16:13:47.730 24/04/1989]',6.752,6.752
'[16:13:47.740 24/04/1989]',7.971,7.971
'[16:13:47.750 24/04/1989]',14.253,14.253
'[16:13:47.760 24/04/1989]',-2.157,2.157
'[16:13:47.770 24/04/1989]',0.563,0.563
'[16:13:47.780 24/04/1989]',1.5,1.5
'[16:13:47.790 24/04/1989]',15.004,15.004
'[16:13:47.800 24/04/1989]',-2.532,2.532
'[16:13:47.810 24/04/1989]',-3.845,3.845
'[16:13:47.820 24/04/1989]',-10.127,10.127
'[16:13:47.830 24/04/1989]',-5.158,5.158
'[16:13:47.840 24/04/1989]',-1.688,1.688
'[16:13:47.850 24/04/1989]',-14.816,14.816
'[16:13:47.860 24/04/1989]',8.908,8.908
'[16:13:47.870 24/04/1989]',-8.815,8.815
'[16:13:47.880 24/04/1989]',-16.973,16.973
'[16:13:47.890 24/04/1989]',-38.541,38.541
'[16:13:47.900 24/04/1989]',-40.697,40.697
'[16:13:47.910 24/04/1989]',-34.508,34.508
'[16:13:47.920 24/04/1989]',-45.48,45.48
'[16:13:47.930 24/04/1989]',-40.416,40.416
'[16:13:47.940 24/04/1989]',-42.76,42.76
'[16:13:47.950 24/04/1989]',-48.012,48.012
'[16:13:47.960 24/04/1989]',-39.291,39.291
'[16:13:47.970 24/04/1989]',-35.071,35.071
'[16:13:47.980 24/04/1989]',-30.101,30.101
'[16:13:47.990 24/04/1989]',-16.223,16.223
'[16:13:48.000 24/04/1989]',-18.286,18.286
'[16:13:48.010 24/04/1989]',-14.816,14.816
'[16:13:48.020 24/04/1989]',-8.721,8.721
'[16:13:48.030 24/04/1989]',1.594,1.594
'[16:13:48.040 24/04/1989]',16.41,16.41
'[16:13:48.050 24/04/1989]',22.693,22.693
'[16:13:48.060 24/04/1989]',7.221,7.221
'[16:13:48.070 24/04/1989]',11.909,11.909
'[16:13:48.080 24/04/1989]',7.971,7.971
'[16:13:48.090 24/04/1989]',17.348,17.348
'[16:13:48.100 24/04/1989]',19.599,19.599
'[16:13:48.110 24/04/1989]',29.538,29.538
'[16:13:48.120 24/04/1989]',25.788,25.788
'[16:13:48.130 24/04/1989]',26.069,26.069
'[16:13:48.140 24/04/1989]',27.194,27.194
'[16:13:48.150 24/04/1989]',20.63,20.63
'[16:13:48.160 24/04/1989]',15.379,15.379
'[16:13:48.170 24/04/1989]',26.444,26.444
'[16:13:48.180 24/04/1989]',21.849,21.849
'[16:13:48.190 24/04/1989]',22.599,22.599
'[16:13:48.200 24/04/1989]',24.568,24.568
'[16:13:48.210 24/04/1989]',27.007,27.007
'[16:13:48.220 24/04/1989]',19.88,19.88
'[16:13:48.230 24/04/1989]',-0.469,0.469
'[16:13:48.240 24/04/1989]',9.846,9.846
'[16:13:48.250 24/04/1989]',18.004,18.004
'[16:13:48.260 24/04/1989]',18.192,18.192
'[16:13:48.270 24/04/1989]',-0.469,0.469
'[16:13:48.280 24/04/1989]',4.595,4.595
'[16:13:48.290 24/04/1989]',2.626,2.626
'[16:13:48.300 24/04/1989]',3.188,3.188
'[16:13:48.310 24/04/1989]',-19.036,19.036
'[16:13:48.320 24/04/1989]',3.376,3.376
'[16:13:48.330 24/04/1989]',-1.969,1.969
'[16:13:48.340 24/04/1989]',-5.533,5.533
'[16:13:48.350 24/04/1989]',-5.064,5.064
'[16:13:48.360 24/04/1989]',-5.908,5.908
'[16:13:48.370 24/04/1989]',-6.095,6.095
'[16:13:48.380 24/04/1989]',5.814,5.814
'[16:13:48.390 24/04/1989]',0.188,0.188
'[16:13:48.400 24/04/1989]',-4.595,4.595
'[16:13:48.410 24/04/1989]',1.5,1.5
'[16:13:48.420 24/04/1989]',10.221,10.221
'[16:13:48.430 24/04/1989]',-20.349,20.349
'[16:13:48.440 24/04/1989]',27.382,27.382
'[16:13:48.450 24/04/1989]',61.89,61.89
'[16:13:48.460 24/04/1989]',24.756,24.756
'[16:13:48.470 24/04/1989]',27.194,27.194
'[16:13:48.480 24/04/1989]',55.045,55.045
'[16:13:48.490 24/04/1989]',73.143,73.143
'[16:13:48.500 24/04/1989]',27.475,27.475
'[16:13:48.510 24/04/1989]',-81.207,81.207
'[16:13:48.520 24/04/1989]',-50.262,50.262
'[16:13:48.530 24/04/1989]',-32.539,32.539
'[16:13:48.540 24/04/1989]',-5.908,5.908
'[16:13:48.550 24/04/1989]',-12.378,12.378
'[16:13:48.560 24/04/1989]',-21.755,21.755
'[16:13:48.570 24/04/1989]',-13.972,13.972
'[16:13:48.580 24/04/1989]',-53.075,53.075
'[16:13:48.590 24/04/1989]',-1.5,1.5
'[16:13:48.600 24/04/1989]',-32.821,32.821
'[16:13:48.610 24/04/1989]',-25.975,25.975
'[16:13:48.620 24/04/1989]',-21.943,21.943
'[16:13:48.630 24/04/1989]',-47.918,47.918
'[16:13:48.640 24/04/1989]',-35.352,35.352
'[16:13:48.650 24/04/1989]',-67.141,67.141
'[16:13:48.660 24/04/1989]',-89.647,89.647
'[16:13:48.670 24/04/1989]',-80.363,80.363
'[16:13:48.680 24/04/1989]',-59.452,59.452
'[16:13:48.690 24/04/1989]',-6.845,6.845
'[16:13:48.700 24/04/1989]',-101.368,101.368
'[16:13:48.710 24/04/1989]',-88.615,88.615
'[16:13:48.720 24/04/1989]',-77.55,77.55
'[16:13:48.730 24/04/1989]',-63.015,63.015
'[16:13:48.740 24/04/1989]',-49.512,49.512
'[16:13:48.750 24/04/1989]',-11.065,11.065
'[16:13:48.760 24/04/1989]',-71.736,71.736
'[16:13:48.770 24/04/1989]',-45.105,45.105
'[16:13:48.780 24/04/1989]',-79.332,79.332
'[16:13:48.790 24/04/1989]',-71.549,71.549
'[16:13:48.800 24/04/1989]',-20.255,20.255
'[16:13:48.810 24/04/1989]',22.224,22.224
'[16:13:48.820 24/04/1989]',-81.207,81.207
'[16:13:48.830 24/04/1989]',-44.448,44.448
'[16:13:48.840 24/04/1989]',-45.667,45.667
'[16:13:48.850 24/04/1989]',-71.08,71.08
'[16:13:48.860 24/04/1989]',-61.14,61.14
'[16:13:48.870 24/04/1989]',-55.982,55.982
'[16:13:48.880 24/04/1989]',-72.018,72.018
'[16:13:48.890 24/04/1989]',-48.574,48.574
'[16:13:48.900 24/04/1989]',-59.077,59.077
'[16:13:48.910 24/04/1989]',-26.163,26.163
'[16:13:48.920 24/04/1989]',-44.073,44.073
'[16:13:48.930 24/04/1989]',-52.325,52.325
'[16:13:48.940 24/04/1989]',-57.483,57.483
'[16:13:48.950 24/04/1989]',-46.136,46.136
'[16:13:48.960 24/04/1989]',-39.947,39.947
'[16:13:48.970 24/04/1989]',-46.418,46.418
'[16:13:48.980 24/04/1989]',-45.761,45.761
'[16:13:48.990 24/04/1989]',-55.045,55.045
'[16:13:49.000 24/04/1989]',-40.322,40.322
'[16:13:49.010 24/04/1989]',-62.171,62.171
'[16:13:49.020 24/04/1989]',-43.979,43.979
'[16:13:49.030 24/04/1989]',66.11,66.11
'[16:13:49.040 24/04/1989]',-68.642,68.642
'[16:13:49.050 24/04/1989]',43.886,43.886
'[16:13:49.060 24/04/1989]',-50.825,50.825
'[16:13:49.070 24/04/1989]',-42.948,42.948
'[16:13:49.080 24/04/1989]',-46.793,46.793
'[16:13:49.090 24/04/1989]',16.879,16.879
'[16:13:49.100 24/04/1989]',-0.563,0.563
'[16:13:49.110 24/04/1989]',44.823,44.823
'[16:13:49.120 24/04/1989]',-8.158,8.158
'[16:13:49.130 24/04/1989]',-24.568,24.568
'[16:13:49.140 24/04/1989]',30.664,30.664
'[16:13:49.150 24/04/1989]',16.41,16.41
'[16:13:49.160 24/04/1989]',6.001,6.001
'[16:13:49.170 24/04/1989]',3.376,3.376
'[16:13:49.180 24/04/1989]',-10.315,10.315
'[16:13:49.190 24/04/1989]',63.859,63.859
'[16:13:49.200 24/04/1989]',-10.221,10.221
'[16:13:49.210 24/04/1989]',-24.381,24.381
'[16:13:49.220 24/04/1989]',17.723,17.723
'[16:13:49.230 24/04/1989]',-19.505,19.505
'[16:13:49.240 24/04/1989]',-1.125,1.125
'[16:13:49.250 24/04/1989]',21.662,21.662
'[16:13:49.260 24/04/1989]',9.19,9.19
'[16:13:49.270 24/04/1989]',-21.662,21.662
'[16:13:49.280 24/04/1989]',3.563,3.563
'[16:13:49.290 24/04/1989]',-7.314,7.314
'[16:13:49.300 24/04/1989]',-3.845,3.845
'[16:13:49.310 24/04/1989]',-49.512,49.512
'[16:13:49.320 24/04/1989]',-20.442,20.442
'[16:13:49.330 24/04/1989]',-47.637,47.637
'[16:13:49.340 24/04/1989]',-35.071,35.071
'[16:13:49.350 24/04/1989]',-37.697,37.697
'[16:13:49.360 24/04/1989]',-29.538,29.538
'[16:13:49.370 24/04/1989]',-49.418,49.418
'[16:13:49.380 24/04/1989]',-41.166,41.166
'[16:13:49.390 24/04/1989]',-37.603,37.603
'[16:13:49.400 24/04/1989]',-35.634,35.634
'[16:13:49.410 24/04/1989]',-26.819,26.819
'[16:13:49.420 24/04/1989]',24.006,24.006
'[16:13:49.430 24/04/1989]',-29.726,29.726
'[16:13:49.440 24/04/1989]',6.377,6.377
'[16:13:49.450 24/04/1989]',13.222,13.222
'[16:13:49.460 24/04/1989]',-0.75,0.75
'[16:13:49.470 24/04/1989]',-0.375,0.375
'[16:13:49.480 24/04/1989]',17.536,17.536
'[16:13:49.490 24/04/1989]',-6.564,6.564
'[16:13:49.500 24/04/1989]',18.848,18.848
'[16:13:49.510 24/04/1989]',24.193,24.193
'[16:13:49.520 24/04/1989]',82.051,82.051
'[16:13:49.530 24/04/1989]',50.45,50.45
'[16:13:49.540 24/04/1989]',17.442,17.442
'[16:13:49.550 24/04/1989]',52.325,52.325
'[16:13:49.560 24/04/1989]',15.004,15.004
'[16:13:49.570 24/04/1989]',49.043,49.043
'[16:13:49.580 24/04/1989]',30.382,30.382
'[16:13:49.590 24/04/1989]',20.911,20.911
'[16:13:49.600 24/04/1989]',61.89,61.89
'[16:13:49.610 24/04/1989]',70.048,70.048
'[16:13:49.620 24/04/1989]',86.459,86.459
'[16:13:49.630 24/04/1989]',34.977,34.977
'[16:13:49.640 24/04/1989]',1.688,1.688
'[16:13:49.650 24/04/1989]',34.602,34.602
'[16:13:49.660 24/04/1989]',45.011,45.011
'[16:13:49.670 24/04/1989]',25.6,25.6
'[16:13:49.680 24/04/1989]',40.604,40.604
'[16:13:49.690 24/04/1989]',68.642,68.642
'[16:13:49.700 24/04/1989]',25.412,25.412
'[16:13:49.710 24/04/1989]',35.446,35.446
'[16:13:49.720 24/04/1989]',57.389,57.389
'[16:13:49.730 24/04/1989]',57.201,57.201
'[16:13:49.740 24/04/1989]',36.853,36.853
'[16:13:49.750 24/04/1989]',46.605,46.605
'[16:13:49.760 24/04/1989]',41.541,41.541
'[16:13:49.770 24/04/1989]',40.322,40.322
'[16:13:49.780 24/04/1989]',33.196,33.196
'[16:13:49.790 24/04/1989]',24.287,24.287
'[16:13:49.800 24/04/1989]',34.321,34.321
'[16:13:49.810 24/04/1989]',46.793,46.793
'[16:13:49.820 24/04/1989]',49.7,49.7
'[16:13:49.830 24/04/1989]',59.921,59.921
'[16:13:49.840 24/04/1989]',70.986,70.986
'[16:13:49.850 24/04/1989]',68.829,68.829
'[16:13:49.860 24/04/1989]',66.673,66.673
'[16:13:49.870 24/04/1989]',73.424,73.424
'[16:13:49.880 24/04/1989]',56.264,56.264
'[16:13:49.890 24/04/1989]',59.64,59.64
'[16:13:49.900 24/04/1989]',77.644,77.644
'[16:13:49.910 24/04/1989]',51.294,51.294
'[16:13:49.920 24/04/1989]',49.7,49.7
'[16:13:49.930 24/04/1989]',63.39,63.39
'[16:13:49.940 24/04/1989]',64.422,64.422
'[16:13:49.950 24/04/1989]',65.172,65.172
'[16:13:49.960 24/04/1989]',76.425,76.425
'[16:13:49.970 24/04/1989]',71.267,71.267
'[16:13:49.980 24/04/1989]',74.362,74.362
'[16:13:49.990 24/04/1989]',76.8,76.8
'[16:13:50.000 24/04/1989]',73.237,73.237
'[16:13:50.010 24/04/1989]',71.361,71.361
'[16:13:50.020 24/04/1989]',75.393,75.393
'[16:13:50.030 24/04/1989]',74.737,74.737
'[16:13:50.040 24/04/1989]',81.207,81.207
'[16:13:50.050 24/04/1989]',59.264,59.264
'[16:13:50.060 24/04/1989]',66.297,66.297
'[16:13:50.070 24/04/1989]',79.051,79.051
'[16:13:50.080 24/04/1989]',52.607,52.607
'[16:13:50.090 24/04/1989]',33.008,33.008
'[16:13:50.100 24/04/1989]',32.445,32.445
'[16:13:50.110 24/04/1989]',20.349,20.349
'[16:13:50.120 24/04/1989]',25.037,25.037
'[16:13:50.130 24/04/1989]',-0.281,0.281
'[16:13:50.140 24/04/1989]',10.503,10.503
'[16:13:50.150 24/04/1989]',-11.815,11.815
'[16:13:50.160 24/04/1989]',-10.878,10.878
'[16:13:50.170 24/04/1989]',-17.911,17.911
'[16:13:50.180 24/04/1989]',0.75,0.75
'[16:13:50.190 24/04/1989]',-5.626,5.626
'[16:13:50.200 24/04/1989]',39.385,39.385
'[16:13:50.210 24/04/1989]',10.221,10.221
'[16:13:50.220 24/04/1989]',20.161,20.161
'[16:13:50.230 24/04/1989]',38.166,38.166
'[16:13:50.240 24/04/1989]',37.322,37.322
'[16:13:50.250 24/04/1989]',33.946,33.946
'[16:13:50.260 24/04/1989]',20.63,20.63
'[16:13:50.270 24/04/1989]',34.321,34.321
'[16:13:50.280 24/04/1989]',28.132,28.132
'[16:13:50.290 24/04/1989]',46.136,46.136
'[16:13:50.300 24/04/1989]',40.416,40.416
'[16:13:50.310 24/04/1989]',28.507,28.507
'[16:13:50.320 24/04/1989]',13.222,13.222
'[16:13:50.330 24/04/1989]',25.975,25.975
'[16:13:50.340 24/04/1989]',21.849,21.849
'[16:13:50.350 24/04/1989]',25.319,25.319
'[16:13:50.360 24/04/1989]',-5.064,5.064
'[16:13:50.370 24/04/1989]',14.347,14.347
'[16:13:50.380 24/04/1989]',9.284,9.284
'[16:13:50.390 24/04/1989]',14.535,14.535
'[16:13:50.400 24/04/1989]',43.979,43.979
'[16:13:50.410 24/04/1989]',22.599,22.599
'[16:13:50.420 24/04/1989]',3.563,3.563
'[16:13:50.430 24/04/1989]',17.16,17.16
'[16:13:50.440 24/04/1989]',4.501,4.501
'[16:13:50.450 24/04/1989]',-0.844,0.844
'[16:13:50.460 24/04/1989]',15.941,15.941
'[16:13:50.470 24/04/1989]',13.034,13.034
'[16:13:50.480 24/04/1989]',8.627,8.627
'[16:13:50.490 24/04/1989]',-18.567,18.567
'[16:13:50.500 24/04/1989]',-11.159,11.159
'[16:13:50.510 24/04/1989]',-0.844,0.844
'[16:13:50.520 24/04/1989]',-9.752,9.752
'[16:13:50.530 24/04/1989]',-21.568,21.568
'[16:13:50.540 24/04/1989]',0,0
'[16:13:50.550 24/04/1989]',-18.942,18.942
'[16:13:50.560 24/04/1989]',1.688,1.688
'[16:13:50.570 24/04/1989]',-2.157,2.157
'[16:13:50.580 24/04/1989]',-13.222,13.222
'[16:13:50.590 24/04/1989]',6.47,6.47
'[16:13:50.600 24/04/1989]',-29.538,29.538
'[16:13:50.610 24/04/1989]',-6.095,6.095
'[16:13:50.620 24/04/1989]',-6.189,6.189
'[16:13:50.630 24/04/1989]',-17.067,17.067
'[16:13:50.640 24/04/1989]',-3.657,3.657
'[16:13:50.650 24/04/1989]',-7.127,7.127
'[16:13:50.660 24/04/1989]',-17.348,17.348
'[16:13:50.670 24/04/1989]',-7.221,7.221
'[16:13:50.680 24/04/1989]',-22.505,22.505
'[16:13:50.690 24/04/1989]',-13.785,13.785
'[16:13:50.700 24/04/1989]',-23.537,23.537
'[16:13:50.710 24/04/1989]',-21.943,21.943
'[16:13:50.720 24/04/1989]',-6.189,6.189
'[16:13:50.730 24/04/1989]',-16.598,16.598
'[16:13:50.740 24/04/1989]',-22.787,22.787
'[16:13:50.750 24/04/1989]',-20.724,20.724
'[16:13:50.760 24/04/1989]',-24.85,24.85
'[16:13:50.770 24/04/1989]',-14.91,14.91
'[16:13:50.780 24/04/1989]',0.844,0.844
'[16:13:50.790 24/04/1989]',-11.534,11.534
'[16:13:50.800 24/04/1989]',-2.438,2.438
'[16:13:50.810 24/04/1989]',0.469,0.469
'[16:13:50.820 24/04/1989]',-3.001,3.001
'[16:13:50.830 24/04/1989]',13.878,13.878
'[16:13:50.840 24/04/1989]',8.064,8.064
'[16:13:50.850 24/04/1989]',-1.875,1.875
'[16:13:50.860 24/04/1989]',2.813,2.813
'[16:13:50.870 24/04/1989]',-6.658,6.658
'[16:13:50.880 24/04/1989]',2.813,2.813
'[16:13:50.890 24/04/1989]',-4.876,4.876
'[16:13:50.900 24/04/1989]',2.813,2.813
'[16:13:50.910 24/04/1989]',-1.782,1.782
'[16:13:50.920 24/04/1989]',-32.727,32.727
'[16:13:50.930 24/04/1989]',-18.286,18.286
'[16:13:50.940 24/04/1989]',-24.1,24.1
'[16:13:50.950 24/04/1989]',-20.442,20.442
'[16:13:50.960 24/04/1989]',-4.595,4.595
'[16:13:50.970 24/04/1989]',-49.793,49.793
'[16:13:50.980 24/04/1989]',-16.785,16.785
'[16:13:50.990 24/04/1989]',-16.223,16.223
'[16:13:51.000 24/04/1989]',-27.851,27.851
'[16:13:51.010 24/04/1989]',-9.94,9.94
'[16:13:51.020 24/04/1989]',-14.16,14.16
'[16:13:51.030 24/04/1989]',-7.221,7.221
'[16:13:51.040 24/04/1989]',-13.785,13.785
'[16:13:51.050 24/04/1989]',-9.94,9.94
'[16:13:51.060 24/04/1989]',-7.783,7.783
'[16:13:51.070 24/04/1989]',-17.817,17.817
'[16:13:51.080 24/04/1989]',-6.752,6.752
'[16:13:51.090 24/04/1989]',-16.692,16.692
'[16:13:51.100 24/04/1989]',-17.254,17.254
'[16:13:51.110 24/04/1989]',-3.751,3.751
'[16:13:51.120 24/04/1989]',-8.533,8.533
'[16:13:51.130 24/04/1989]',-6.001,6.001
'[16:13:51.140 24/04/1989]',-10.127,10.127
'[16:13:51.150 24/04/1989]',-5.814,5.814
'[16:13:51.160 24/04/1989]',-9.94,9.94
'[16:13:51.170 24/04/1989]',-10.409,10.409
'[16:13:51.180 24/04/1989]',-5.533,5.533
'[16:13:51.190 24/04/1989]',-12.003,12.003
'[16:13:51.200 24/04/1989]',-9.752,9.752
'[16:13:51.210 24/04/1989]',-8.627,8.627
'[16:13:51.220 24/04/1989]',-10.409,10.409
'[16:13:51.230 24/04/1989]',-7.408,7.408
'[16:13:51.240 24/04/1989]',-4.501,4.501
'[16:13:51.250 24/04/1989]',12.566,12.566
'[16:13:51.260 24/04/1989]',-14.441,14.441
'[16:13:51.270 24/04/1989]',-19.786,19.786
'[16:13:51.280 24/04/1989]',-26.444,26.444
'[16:13:51.290 24/04/1989]',-17.536,17.536
'[16:13:51.300 24/04/1989]',-31.508,31.508
'[16:13:51.310 24/04/1989]',-25.037,25.037
'[16:13:51.320 24/04/1989]',-21.662,21.662
'[16:13:51.330 24/04/1989]',-31.695,31.695
'[16:13:51.340 24/04/1989]',-13.972,13.972
'[16:13:51.350 24/04/1989]',-23.443,23.443
'[16:13:51.360 24/04/1989]',-16.879,16.879
'[16:13:51.370 24/04/1989]',-23.725,23.725
'[16:13:51.380 24/04/1989]',-15.566,15.566
'[16:13:51.390 24/04/1989]',-12.659,12.659
'[16:13:51.400 24/04/1989]',-10.878,10.878
'[16:13:51.410 24/04/1989]',-16.973,16.973
'[16:13:51.420 24/04/1989]',-15.566,15.566
'[16:13:51.430 24/04/1989]',-1.969,1.969
'[16:13:51.440 24/04/1989]',-6.47,6.47
'[16:13:51.450 24/04/1989]',-28.601,28.601
'[16:13:51.460 24/04/1989]',-14.91,14.91
'[16:13:51.470 24/04/1989]',-7.033,7.033
'[16:13:51.480 24/04/1989]',-31.414,31.414
'[16:13:51.490 24/04/1989]',-21.099,21.099
'[16:13:51.500 24/04/1989]',-1.313,1.313
'[16:13:51.510 24/04/1989]',-23.443,23.443
'[16:13:51.520 24/04/1989]',-37.415,37.415
'[16:13:51.530 24/04/1989]',-41.073,41.073
'[16:13:51.540 24/04/1989]',-46.699,46.699
'[16:13:51.550 24/04/1989]',-60.484,60.484
'[16:13:51.560 24/04/1989]',-66.391,66.391
'[16:13:51.570 24/04/1989]',-69.861,69.861
'[16:13:51.580 24/04/1989]',-69.861,69.861
'[16:13:51.590 24/04/1989]',-69.017,69.017
'[16:13:51.600 24/04/1989]',-68.267,68.267
'[16:13:51.610 24/04/1989]',-66.485,66.485
'[16:13:51.620 24/04/1989]',-65.078,65.078
'[16:13:51.630 24/04/1989]',-62.359,62.359
'[16:13:51.640 24/04/1989]',-61.796,61.796
'[16:13:51.650 24/04/1989]',-58.702,58.702
'[16:13:51.660 24/04/1989]',-55.982,55.982
'[16:13:51.670 24/04/1989]',-54.576,54.576
'[16:13:51.680 24/04/1989]',-46.136,46.136
'[16:13:51.690 24/04/1989]',-49.512,49.512
'[16:13:51.700 24/04/1989]',-43.792,43.792
'[16:13:51.710 24/04/1989]',-30.007,30.007
'[16:13:51.720 24/04/1989]',-32.914,32.914
'[16:13:51.730 24/04/1989]',-18.567,18.567
'[16:13:51.740 24/04/1989]',-12.472,12.472
'[16:13:51.750 24/04/1989]',-28.132,28.132
'[16:13:51.760 24/04/1989]',-3.095,3.095
'[16:13:51.770 24/04/1989]',4.407,4.407
'[16:13:51.780 24/04/1989]',21.662,21.662
'[16:13:51.790 24/04/1989]',-10.315,10.315
'[16:13:51.800 24/04/1989]',7.689,7.689
'[16:13:51.810 24/04/1989]',17.536,17.536
'[16:13:51.820 24/04/1989]',17.629,17.629
'[16:13:51.830 24/04/1989]',-4.22,4.22
'[16:13:51.840 24/04/1989]',-7.502,7.502
'[16:13:51.850 24/04/1989]',-10.221,10.221
'[16:13:51.860 24/04/1989]',-23.068,23.068
'[16:13:51.870 24/04/1989]',-21.38,21.38
'[16:13:51.880 24/04/1989]',-19.505,19.505
'[16:13:51.890 24/04/1989]',1.125,1.125
'[16:13:51.900 24/04/1989]',24.006,24.006
'[16:13:51.910 24/04/1989]',47.918,47.918
'[16:13:51.920 24/04/1989]',72.205,72.205
'[16:13:51.930 24/04/1989]',92.273,92.273
'[16:13:51.940 24/04/1989]',88.897,88.897
'[16:13:51.950 24/04/1989]',101.181,101.181
'[16:13:51.960 24/04/1989]',104.088,104.088
'[16:13:51.970 24/04/1989]',99.493,99.493
'[16:13:51.980 24/04/1989]',104.557,104.557
